CC(=O)NCCNC(=O)C	ABAWEG01
Fc1cc(F)c(c(c1)F)Br	XAJNUT01
O=Nc1ccc(cc1)Br	XAJPII01
COc1ccc2c(c1)CCC1(O2)CCc2c(O1)c(OC)ccc2	XALYOZ
O1C2C1C1C3C1C1C(C2C2OC32)O1	XAMZIV
Clc1ccc(cc1)c1ccc2n(n1)c(C)cc2	XANKUT
O=C(OC(C)(C)C)NCCNC(=O)c1ccnc(c1)c1nccc(c1)C	XAPLOQ
Fc1c(c(F)c(c(c1F)c1cc(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccccc1)F)c1cc(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccccc1	XAQNIO
c1ccc2c(c1)cc1c(c2)SC(=C2Sc3c(S2)cc2c(c3)cccc2)S1.c1ccc2c(c1)cc1c(c2)SC(=C2Sc3c(S2)cc2c(c3)cccc2)S1	XARHEE
c1ccc2c(c1)nc1c(n2)SC(=C2Sc3c(S2)nc2c(n3)cccc2)S1.c1ccc2c(c1)nc1c(n2)SC(=C2Sc3c(S2)nc2c(n3)cccc2)S1	XARHOO
[N-]=[N+]=NCC(=O)N	XAVZUP
[O-]c1ccc(cc1C=[NH+]c1ccc(c2c1cccc2N(C)C)N(C)C)N(=O)=O	XEBRIG
Brc1cc(nc2c1ccc(c2)C(F)(F)F)C(F)(F)F	XEBTAA
O=C1N(c2c(F)c(F)c(c(c2F)F)F)C(=O)c2c1c1ccc3c4c1c1c2ccc2c1c4c(cc3)cc2	XEDHUL
COC(=O)c1c(C=Cc2ccc(cc2)C)nc(cc1C(=O)OC)N(C)C	XEJBIY
CC(=C(OC(=O)c1ccc(cc1)N(=O)=O)C#CC(=C(C)C)OC(=O)c1ccc(cc1)N(=O)=O)C	XEKMAC
O=N(=O)c1ccc(c(c1)C)Cl	XEPMUC
COc1cc(C#Cc2c3ccccc3c(c3c2cccc3)C#Cc2cc(OC)c(c(c2)OC)OC)cc(c1OC)OC	XEPYAT
C1CCc2c3N(C1)CCCn3c1c2nc2ccccc2n1	XESMIS
O=C1CCC(C1)C(=O)O	XETJIQ
Cc1nncc(n1)c1cnnc(n1)C	XICVOV
Fc1c(c2c(F)c(F)c(c(c2F)F)N)c(F)c(c(c1F)N)F	XIDNIH01
O=C1CC=C2CC(C1)C(=O)CC1C2CCC2(C1CCC2=O)C	XIGHUR
COc1cc(C=O)cc(c1O)O	XIGWAM
OC1CCC(CC1)(c1ccc(cc1)O)c1ccc(cc1)O	XIJFEB
O=C1NC(=O)c2c1cc(Cl)c(c2)Cl.O=C1NC(=O)c2c1cc(Cl)c(c2)Cl.O=C1NC(=O)c2c1cc(Cl)c(c2)Cl.O=C1NC(=O)c2c1cc(Cl)c(c2)Cl	XIMMUC
N#Cc1c(C)cc(nc1OCCN1C(=O)c2c(C1=O)cccc2)C	XIMSUI
OC1C(O)C=Cc2c1ccc1c2c2ccccc2cc1	XIPMOZ
COCCOc1ccc(cc1)N(=O)=O	XISJAL
O=C(NN(=O)=O)NN(=O)=O	XIXQOL
O=C(c1ccccc1)Oc1ccccc1C=NN=Cc1ccccc1OC(=O)c1ccccc1	XIYYIO
COC1(O)C(OC(=O)C)C(COC21COC(O2)(C)C)OC(=O)C	XOCFEB
COC(=O)C(=Cc1ccc(cc1)N(=O)=O)C(=O)OC	XOCYOE
COC(=O)C1(OC1c1ccc(cc1)N(=O)=O)C(=O)OC	XOCYUK
CC(=O)OC1C(C)C(C1c1ccccc1)(O)c1ccccc1	XOHGAD
COC(=O)C(c1ccccc1)(C1C=CC(=O)O1)O	XOHHEI
COC(=O)C1=Cc2ccc(cc2)CCCCN(C(=O)OC(C)(C)C)C(=Cc2ccc(CCCCN1C(=O)OC(C)(C)C)cc2)C(=O)OC	XONMES
OC1COC(C=C1)OCCCCCCCCCCCCOC1OCC(C=C1)O	XONVAY
[O-]C1=C([n+]2ccccc2)C(=O)c2c1nccc2	XOSBOX
CC(=Nn1nnnc1N)C	XOYWEO
O=N(=O)C=Cc1ccco1	XOZBUK
C=CC1=NOC(C1)c1noc(c1)N(=O)=O	XUHREX
COC(=O)c1cc(C)nc2c1c(C#N)cn2C(C)(C)C	XUKJIX
c1nnn(n1)CCn1nncn1	XUQLUQ
Cc1ccccc1C=Nn1cnnc1	XURZUF
Brc1ccc(cc1)c1nnc(s1)N	XUVTAK
Ic1ccc(cc1)n1nnc(c1)c1cccc(n1)c1nnn(c1)c1ccc(cc1)I	XUYBEZ
COC1OCC(C(C1O)O)O	XYLOBM02
O=N(=O)CC1C(C)CC23C1CC(=O)N3Cc1c(N2)cccc1	YABMAQ
C#CCOc1ccc(cc1)C=NN=Cc1ccc(cc1)OCC#C	YAGJEX
COC(=O)Nc1ccccc1NC(=O)OC	YAGLAU
Cc1nc(NCc2ccccc2)nc(c1)c1ccccc1	YAGPON
CCCCNc1nc(cc(n1)c1ccccc1)c1ccccc1	YAGSUW
Oc1ccccc1C=Nc1ccc(c(c1)N)N(=O)=O	YAGVAF
COc1ccc(c2c1C(=O)c1ccccc1C2=O)C	YAGWEK
CCn1c(C=Cc2nc3c(n2CC)cccc3)nc2c1cccc2	YASRIU01
OC1n2ccnc2C(n2c1ncc2)O	YASSAN
Nc1cc(Br)c(cc1C)I.Nc1cc(Br)c(cc1C)I	YAWKOY
COc1ccc(cc1)CNC(=O)C(=O)c1c[nH]c2c1cccc2	YEFXUD
COC(=O)C(C1CCCC(=O)C1)C(=O)OC	YEGVUC
Oc1cc(N)c(cc1C)Br	YEJPUA
CN1Cc2c(C1=O)c(F)c(c(c2F)F)F.CN1Cc2c(C1=O)c(F)c(c(c2F)F)F	YEPFEE
CCOC(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)ccc(c2)C(=O)Nc1ccc(cc1)C(=O)OCC	YETRIZ
CCOC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)OCC	YETROF
Clc1cc2nc3c(nc2cc1Cl)c1nc2cc(Cl)c(cc2nc1c1c3nc2cc(Cl)c(cc2n1)Cl)Cl	YICPOQ
Clc1ccc(cc1)C1(COS(=O)(=O)N1)c1ccccc1.Clc1ccc(cc1)C1(COS(=O)(=O)N1)c1ccccc1	YIDLOO
Fc1c(N)c(F)c(c(c1F)F)F	YIFXER
OCC1OC(O)C(CC1O)O	YIGGIF
O=C1C(Oc2c1cccc2)c1ccccc1	YIHFOL
[O-]C(=O)C[NH2+]C	YIHHON
Fc1c(c2cc3c(s2)c2c(s3)c3c(s2)cccc3)c(F)c(c(c1F)F)F	YIHTIU01
OC(=O)C(O)C	YILLAG
c1cc2c(s1)c1sccc1c1c2c2ccsc2c2c1ccs2.c1cc2c(s1)c1sccc1c1c2c2ccsc2c2c1ccs2	YILMUD
CCCCC12OC(=O)CC32c2ccccc2N(C3C(=C1)C)C	YINKOW
c1ccc(cc1)c1nc2cc(ccc2nc1c1ccccc1)c1ccc2c(c1)nc(c(n2)c1ccccc1)c1ccccc1	YIRMAO
Brc1cc(C)c(c(c1)C)N.Brc1cc(C)c(c(c1)C)N	YIRTUP
COc1cc(C=C(c2ccc(cc2)OC)C#N)c(cc1C=C(c1ccc(cc1)OC)C#N)OC	YIVQEA
CCCNc1ccc(cc1N(=O)=O)C(=O)OCC	YODFUT
O=C1C=CC(=O)c2c1c(ccc2O)N(=O)=O	YODKAE
[N-]=[N+]=Nc1nnnn1N=C(C)C	YOHHIN
Fc1c(F)c(F)c2c(c1F)c1c(s2)c(F)c2c(c1F)sc1c2c(F)c(c(c1F)F)F.Fc1c(F)c(F)c2c(c1F)c1c(s2)c(F)c2c(c1F)sc1c2c(F)c(c(c1F)F)F	YOJBUV
Fc1c(F)c2c(c(c1C(F)(F)F)F)sc1c2c(F)c2c(c1F)c1c(s2)c(F)c(c(c1F)F)C(F)(F)F	YOJCAC
CC1C(=O)N2C1OCC2c1ccccc1	YOMKER01
N#Cc1c(F)c(F)c(c(c1F)F)C1=NS[S]=N1	YOMXUT02
O=C(c1ccccc1)OCC(C1OC(=O)C=CC1OC(=O)C)OC(=O)C	YONWII
c1ccc2c(n1)nc(cn2)c1cnc2c(n1)nccc2	YOPSIG
CN(c1ccc(c(c1)C(=O)N(C)C)N(=O)=O)C	YOTSUW
CCOC(=O)c1c(C(C(=O)N)C#N)c2ccccc2n(c1=O)CC	YOWHAU
COC(=O)C1=COC=CN1C(=O)OC(C)(C)C	YOXBAP
CC(C12CCC(O1)(C)C1C3(C2O3)C(C)(O)CC1)C	YUGGIR
Cc1cccc2c1nc1c(n2)n(C)c(=O)n(c1=O)C	YUKPUQ
CCOC(=O)C1=C(O)C2C(C(C1c1ccc(cc1)N(=O)=O)C=O)CCC2	YULTUV
O=c1onc([nH]1)c1noc(=O)[nH]1	YUMPIG
N#Cc1c(cc2c1cc(Br)ccc2)c1ccccc1.N#Cc1c(cc2c1cc(Br)ccc2)c1ccccc1	YUNSAC
C=C1CCC2(C(C1)C1COC(O1)(C)C)CCCCN=CC1(CCCCN=C2)CCC(=C)CC1C1COC(O1)(C)C	YUPZAL
CN(c1ccc(cc1)C=Nc1onc(c1C)C)C	YUPZUF
O=C(COc1cc(C)ccc1C(C)C)NN=C1C(=O)Nc2c1cccc2	YUQTIO
CCOC(=O)C(=C(c1ccccc1)CC(c1ccc(cc1)C#N)O)C	YURRIN
O=C1CCC2N1CCC1(C2CCc2c1ccc1c2cccc1)C	YUZBIF
Clc1ccc2c(c1)nccc2Cl.Clc1ccc2c(c1)nccc2Cl	ZAQNEM
S1Sc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)SS1.S1Sc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)SS1	ZEFWIQ01
Fc1c(F)ccc(c1F)F	ZELDOJ01
Cc1ccc2c(c1)C(=C1CCc3c1cc(C)cc3)CC2	ZENQOY
Cc1ccc(c2c1C(=C1CCc3c1c(C)ccc3C)CC2)C	ZENQOZ
N#Cc1cc(c([nH]c1=O)C)c1ccncc1C	ZILFUV
Brc1scc(n1)c1ccccc1	ZIYWEL
O=Cc1cc(C)cc(c1O)C(C)(C)C	ZOJRAR01
OCC1OC(CC1O)n1cnc2c1c(=O)[nH]cn2	ZOZXOB
C#CC1(O)c2ccccc2C=Cc2c1cccc2	ZULDEP01
Fc1ccc(cc1)c1ccc(cc1)F	ZZZAOS07
COc1ccc(cc1)C1C(C(=O)O)C(C1C(=O)O)c1ccc(cc1)OC	ZZZDWY01
[O-][n+]1onc2c1cccc2	ZZZKEA01
c1ccc2c(c1)C1=NC2=Cc2[nH]c(c3c2cccc3)C=C2N=C(C=c3[nH]c(=C1)c1ccccc31)c1c2cccc1	ZZZLKY01
